;인덱스		
;그룹		
;아이템 인덱스		
;확률		
;		
;		1000000000 = 100
958	120	5715
958	121	5715
958	122	5715
958	123	5715
958	218	5715
958	219	5715
958	220	5715
958	221	5715
958	222	5715
958	223	5715
958	318	5715
958	319	5715
958	320	5714
958	321	5714
958	322	5714
958	323	5714
958	416	5714
958	417	5714
958	418	5714
958	419	5714
958	516	5714
958	517	5714
958	518	5714
958	519	5714
958	616	5714
958	617	5714
958	618	5714
958	619	5714
958	716	5714
958	717	5714
958	718	5714
958	719	5714
958	816	5714
958	817	5714
958	818	5714
958	819	5714
958	916	5714
958	917	5714
958	918	5714
958	919	5714
958	1016	5714
958	1017	5714
958	1018	5714
958	1019	5714
958	1207	5714
958	1307	5714
958	1516	5714
958	1517	5714
958	1518	5714
958	1519	5714
958	2418	5714
958	2419	5714
958	2420	5714
958	2421	5714
958	2422	5714
958	2423	5714
958	2518	5714
958	2519	5714
958	2520	5714
958	2521	5714
958	2522	5714
958	2523	5714
958	24	250
958	124	250
958	224	250
958	324	250
958	2424	250
958	2524	250
958	420	250
958	520	250
958	620	250
958	720	250
958	820	250
958	920	250
958	1020	250
958	1208	250
958	1308	250
958	1520	250
958	1191	2500000
958	1192	1500000
958	1193	600000
958	1194	5000
958	3601	2500000
958	3607	1500000
958	3613	160000
958	3619	1200
958	5338	200000
958	5339	40000
958	5335	50000000
958	6706	50000000
958	5334	10000000
958	5002	100000000
958	5502	500000
958	5503	500000
958	5504	500000
958	5505	500000
958	5506	500000
958	5501	97500000
958	3701	10000000
958	3702	10000000
958	3703	1000000
958	3704	50000
958	3902	50000000
958	3903	20000000
958	3904	2500000
958	3905	150000000
958	2906	90519900
958	3006	90519900
;환각의 섬 보스		
959	1	2343750
959	2	2343750
959	3	2343750
959	4	2343750
959	5	2343750
959	101	2343750
959	102	2343750
959	103	2343750
959	104	2343750
959	105	2343750
959	201	2343750
959	202	2343750
959	203	2343750
959	204	2343750
959	205	2343750
959	301	2343750
959	302	2343750
959	303	2343750
959	304	2343750
959	305	2343750
959	401	2343750
959	402	2343750
959	403	2343750
959	404	2343750
959	501	2343750
959	502	2343750
959	503	2343750
959	504	2343750
959	601	2343750
959	602	2343750
959	603	2343750
959	604	2343750
959	701	2343750
959	702	2343750
959	703	2343750
959	704	2343750
959	801	2343750
959	802	2343750
959	803	2343750
959	804	2343750
959	901	2343750
959	902	2343750
959	903	2343750
959	904	2343750
959	1001	2343750
959	1002	2343750
959	1003	2343750
959	1004	2343750
959	1201	2343750
959	1301	2343750
959	1501	2343750
959	1502	2343750
959	1503	2343750
959	1504	2343750
959	2401	2343750
959	2402	2343750
959	2403	2343750
959	2404	2343750
959	2405	2343750
959	2501	2343750
959	2502	2343750
959	2503	2343750
959	2504	2343750
959	2505	2343750
959	6	1973684
959	7	1973684
959	8	1973684
959	9	1973684
959	10	1973684
959	106	1973684
959	107	1973684
959	108	1973684
959	109	1973684
959	110	1973684
959	206	1973684
959	207	1973684
959	208	1973684
959	209	1973684
959	210	1973684
959	306	1973684
959	307	1973684
959	308	1973684
959	309	1973684
959	310	1973684
959	405	1973684
959	406	1973684
959	407	1973684
959	408	1973684
959	409	1973684
959	505	1973684
959	506	1973684
959	507	1973684
959	508	1973684
959	509	1973684
959	605	1973684
959	606	1973684
959	607	1973684
959	608	1973684
959	609	1973684
959	705	1973684
959	706	1973684
959	707	1973684
959	708	1973684
959	709	1973684
959	805	1973684
959	806	1973684
959	807	1973684
959	808	1973684
959	809	1973684
959	905	1973684
959	906	1973684
959	907	1973684
959	908	1973684
959	909	1973684
959	1005	1973684
959	1006	1973684
959	1007	1973684
959	1008	1973684
959	1009	1973684
959	1202	1973684
959	1203	1973684
959	1204	1973684
959	1302	1973684
959	1303	1973684
959	1304	1973685
959	1505	1973685
959	1506	1973685
959	1507	1973685
959	1508	1973685
959	1509	1973685
959	2406	1973685
959	2407	1973685
959	2408	1973685
959	2409	1973685
959	2410	1973685
959	2506	1973685
959	2507	1973685
959	2508	1973685
959	2509	1973685
959	2510	1973685
959	11	744680
959	12	744680
959	13	744680
959	14	744680
959	15	744680
959	16	744680
959	17	744680
959	111	744680
959	112	744680
959	113	744680
959	114	744680
959	115	744680
959	116	744680
959	117	744680
959	211	744681
959	212	744681
959	213	744681
959	214	744681
959	215	744681
959	216	744681
959	217	744681
959	311	744681
959	312	744681
959	313	744681
959	314	744681
959	315	744681
959	316	744681
959	317	744681
959	410	744681
959	411	744681
959	412	744681
959	413	744681
959	414	744681
959	415	744681
959	510	744681
959	511	744681
959	512	744681
959	513	744681
959	514	744681
959	515	744681
959	610	744681
959	611	744681
959	612	744681
959	613	744681
959	614	744681
959	615	744681
959	710	744681
959	711	744681
959	712	744681
959	713	744681
959	714	744681
959	715	744681
959	810	744681
959	811	744681
959	812	744681
959	813	744681
959	814	744681
959	815	744681
959	910	744681
959	911	744681
959	912	744681
959	913	744681
959	914	744681
959	915	744681
959	1010	744681
959	1011	744681
959	1012	744681
959	1013	744681
959	1014	744681
959	1015	744681
959	1205	744681
959	1206	744681
959	1305	744681
959	1306	744681
959	1510	744681
959	1511	744681
959	1512	744681
959	1513	744681
959	1514	744681
959	1515	744681
959	2411	744681
959	2412	744681
959	2413	744681
959	2414	744681
959	2415	744681
959	2416	744681
959	2417	744681
959	2511	744681
959	2512	744681
959	2513	744681
959	2514	744681
959	2515	744681
959	2516	744681
959	2517	744681
959	18	17857
959	19	17857
959	20	17857
959	21	17857
959	22	17857
959	23	17857
959	118	17857
959	119	17857
959	120	17857
959	121	17857
959	122	17857
959	123	17857
959	218	17857
959	219	17857
959	220	17857
959	221	17857
959	222	17857
959	223	17857
959	318	17857
959	319	17857
959	320	17857
959	321	17857
959	322	17857
959	323	17857
959	416	17857
959	417	17857
959	418	17857
959	419	17857
959	516	17857
959	517	17857
959	518	17857
959	519	17857
959	616	17857
959	617	17857
959	618	17857
959	619	17857
959	716	17857
959	717	17857
959	718	17857
959	719	17857
959	816	17857
959	817	17857
959	818	17857
959	819	17857
959	916	17857
959	917	17857
959	918	17857
959	919	17857
959	1016	17857
959	1017	17857
959	1018	17857
959	1019	17857
959	1207	17857
959	1307	17857
959	1516	17857
959	1517	17857
959	1518	17857
959	1519	17857
959	2418	17857
959	2419	17857
959	2420	17858
959	2421	17858
959	2422	17858
959	2423	17858
959	2518	17858
959	2519	17858
959	2520	17858
959	2521	17858
959	2522	17858
959	2523	17858
959	24	781
959	124	781
959	224	781
959	324	781
959	2424	781
959	2524	781
959	420	781
959	520	781
959	620	781
959	720	781
959	820	781
959	920	781
959	1020	782
959	1208	782
959	1308	782
959	1520	782
959	1191	25000000
959	1192	15000000
959	1193	2500000
959	1194	20000
959	3601	25000000
959	3607	15000000
959	3613	2500000
959	3619	20000
959	4101	769231
959	4103	769231
959	4111	769231
959	4113	769231
959	4121	769231
959	4123	769231
959	4131	769231
959	4133	769231
959	4201	769231
959	4202	769231
959	4215	769230
959	4217	769230
959	4802	769230
959	4102	194445
959	4104	194445
959	4112	194445
959	4114	194445
959	4122	194445
959	4124	194445
959	4132	194445
959	4134	194445
959	4203	194444
959	4204	194444
959	4212	194444
959	4216	194444
959	4218	194444
959	4301	194444
959	4302	194444
959	4803	194444
959	4804	194444
959	4902	194444
959	4105	35715
959	4115	35715
959	4125	35715
959	4135	35715
959	4213	35714
959	4214	35714
959	4219	35714
959	4303	35714
959	4304	35714
959	4305	35714
959	4306	35714
959	4401	35714
959	4402	35714
959	4903	35714
959	4220	33334
959	4307	33333
959	4308	33333
959	5304	5000
959	5305	5000
959	5306	5000
959	5307	17
959	5308	17
959	5309	16
959	5337	100000000
959	5338	500000
959	5339	100000
959	5334	128982450
959	3701	50000000
959	3702	50000000
959	3703	45000000
959	3704	5000000
959	5512	6000000
959	5513	6000000
959	5514	6000000
959	5515	6000000
959	5516	6000000
959	3902	60000000
959	3903	40000000
959	3904	20000000
;수라성 진보스		
960	24	31250000
960	124	31250000
960	224	31250000
960	324	31250000
960	2424	31250000
960	2524	31250000
960	420	31250000
960	520	31250000
960	620	31250000
960	720	31250000
960	820	31250000
960	920	31250000
960	1020	31250000
960	1208	31250000
960	1308	31250000
960	1520	31250000
960	18	3571429
960	19	3571429
960	20	3571429
960	21	3571429
960	22	3571429
960	23	3571429
960	118	3571429
960	119	3571429
960	120	3571429
960	121	3571429
960	122	3571429
960	123	3571429
960	218	3571429
960	219	3571429
960	220	3571429
960	221	3571429
960	222	3571429
960	223	3571429
960	318	3571429
960	319	3571429
960	320	3571429
960	321	3571429
960	322	3571429
960	323	3571429
960	416	3571429
960	417	3571429
960	418	3571429
960	419	3571429
960	516	3571429
960	517	3571429
960	518	3571429
960	519	3571429
960	616	3571429
960	617	3571429
960	618	3571429
960	619	3571429
960	716	3571429
960	717	3571429
960	718	3571429
960	719	3571429
960	816	3571428
960	817	3571428
960	818	3571428
960	819	3571428
960	916	3571428
960	917	3571428
960	918	3571428
960	919	3571428
960	1016	3571428
960	1017	3571428
960	1018	3571428
960	1019	3571428
960	1207	3571428
960	1307	3571428
960	1516	3571428
960	1517	3571428
960	1518	3571428
960	1519	3571428
960	2418	3571428
960	2419	3571428
960	2420	3571428
960	2421	3571428
960	2422	3571428
960	2423	3571428
960	2518	3571428
960	2519	3571428
960	2520	3571428
960	2521	3571428
960	2522	3571428
960	2523	3571428
960	4105	14705882
960	4115	14705882
960	4125	14705882
960	4135	14705882
960	4213	14705882
960	4214	14705882
960	4219	14705882
960	4303	14705882
960	4304	14705882
960	4305	14705882
960	4306	14705882
960	4401	14705883
960	4402	14705883
960	4903	14705883
960	4220	14705883
960	4307	14705883
960	4308	14705883
;환각의 섬 주요 보상 (UI 용)		
961	3701	10000000
961	3702	10000000
961	3703	1000000
961	3704	50000
961	24	250
961	124	250
961	224	250
961	324	250
961	2424	250
961	2524	250
961	1	1953125
961	2	1953125
961	3	1953125
961	4	1953125
961	5	1953125
961	101	1953125
961	102	1953125
961	103	1953125
961	104	1953125
961	105	1953125
961	201	1953125
961	202	1953125
961	203	1953125
961	204	1953125
961	205	1953125
961	301	1953125
961	302	1953125
961	303	1953125
961	304	1953125
961	305	1953125
961	401	1953125
961	402	1953125
961	403	1953125
961	404	1953125
961	501	1953125
961	502	1953125
961	503	1953125
961	504	1953125
961	601	1953125
961	602	1953125
961	603	1953125
961	604	1953125
961	701	1953125
961	702	1953125
961	703	1953125
961	704	1953125
961	801	1953125
961	802	1953125
961	803	1953125
961	804	1953125
961	901	1953125
961	902	1953125
961	903	1953125
961	904	1953125
961	1001	1953125
961	1002	1953125
961	1003	1953125
961	1004	1953125
961	1201	1953125
961	1301	1953125
961	1501	1953125
961	1502	1953125
961	1503	1953125
961	1504	1953125
961	2401	1953125
961	2402	1953125
961	2403	1953125
961	2404	1953125
961	2405	1953125
961	2501	1953125
961	2502	1953125
961	2503	1953125
961	2504	1953125
961	2505	1953125
961	6	1644737
961	7	1644737
961	8	1644737
961	9	1644737
961	10	1644737
961	106	1644737
961	107	1644737
961	108	1644737
961	109	1644737
961	110	1644737
961	206	1644737
961	207	1644737
961	208	1644737
961	209	1644737
961	210	1644737
961	306	1644737
961	307	1644737
961	308	1644737
961	309	1644737
961	310	1644737
961	405	1644737
961	406	1644737
961	407	1644737
961	408	1644737
961	409	1644737
961	505	1644737
961	506	1644737
961	507	1644737
961	508	1644737
961	509	1644737
961	605	1644737
961	606	1644737
961	607	1644737
961	608	1644737
961	609	1644737
961	705	1644737
961	706	1644737
961	707	1644737
961	708	1644737
961	709	1644737
961	805	1644737
961	806	1644737
961	807	1644737
961	808	1644737
961	809	1644737
961	905	1644737
961	906	1644737
961	907	1644737
961	908	1644737
961	909	1644737
961	1005	1644737
961	1006	1644737
961	1007	1644737
961	1008	1644737
961	1009	1644737
961	1202	1644737
961	1203	1644737
961	1204	1644737
961	1302	1644737
961	1303	1644737
961	1304	1644737
961	1505	1644737
961	1506	1644737
961	1507	1644737
961	1508	1644736
961	1509	1644736
961	2406	1644736
961	2407	1644736
961	2408	1644736
961	2409	1644736
961	2410	1644736
961	2506	1644736
961	2507	1644736
961	2508	1644736
961	2509	1644736
961	2510	1644736
961	11	63830
961	12	63830
961	13	63830
961	14	63830
961	15	63830
961	16	63830
961	17	63830
961	111	63830
961	112	63830
961	113	63830
961	114	63830
961	115	63830
961	116	63830
961	117	63830
961	211	63830
961	212	63830
961	213	63830
961	214	63830
961	215	63830
961	216	63830
961	217	63830
961	311	63830
961	312	63830
961	313	63830
961	314	63830
961	315	63830
961	316	63830
961	317	63830
961	410	63830
961	411	63830
961	412	63830
961	413	63830
961	414	63830
961	415	63830
961	510	63830
961	511	63830
961	512	63830
961	513	63830
961	514	63830
961	515	63830
961	610	63830
961	611	63830
961	612	63830
961	613	63830
961	614	63830
961	615	63830
961	710	63830
961	711	63830
961	712	63830
961	713	63830
961	714	63830
961	715	63830
961	810	63830
961	811	63830
961	812	63830
961	813	63830
961	814	63830
961	815	63830
961	910	63830
961	911	63830
961	912	63830
961	913	63830
961	914	63830
961	915	63830
961	1010	63830
961	1011	63830
961	1012	63830
961	1013	63830
961	1014	63830
961	1015	63830
961	1205	63830
961	1206	63830
961	1305	63830
961	1306	63830
961	1510	63829
961	1511	63829
961	1512	63829
961	1513	63829
961	1514	63829
961	1515	63829
961	2411	63829
961	2412	63829
961	2413	63829
961	2414	63829
961	2415	63829
961	2416	63829
961	2417	63829
961	2511	63829
961	2512	63829
961	2513	63829
961	2514	63829
961	2515	63829
961	2516	63829
961	2517	63829
961	18	5715
961	19	5715
961	20	5715
961	21	5715
961	22	5715
961	23	5715
961	118	5715
961	119	5715
961	120	5715
961	121	5715
961	122	5715
961	123	5715
961	218	5715
961	219	5715
961	220	5715
961	221	5715
961	222	5715
961	223	5715
961	318	5715
961	319	5715
961	320	5714
961	321	5714
961	322	5714
961	323	5714
961	416	5714
961	417	5714
961	418	5714
961	419	5714
961	516	5714
961	517	5714
961	518	5714
961	519	5714
961	616	5714
961	617	5714
961	618	5714
961	619	5714
961	716	5714
961	717	5714
961	718	5714
961	719	5714
961	816	5714
961	817	5714
961	818	5714
961	819	5714
961	916	5714
961	917	5714
961	918	5714
961	919	5714
961	1016	5714
961	1017	5714
961	1018	5714
961	1019	5714
961	1207	5714
961	1307	5714
961	1516	5714
961	1517	5714
961	1518	5714
961	1519	5714
961	2418	5714
961	2419	5714
961	2420	5714
961	2421	5714
961	2422	5714
961	2423	5714
961	2518	5714
961	2519	5714
961	2520	5714
961	2521	5714
961	2522	5714
961	2523	5714
961	420	250
961	520	250
961	620	250
961	720	250
961	820	250
961	920	250
961	1020	250
961	1208	250
961	1308	250
961	1520	250
961	1191	2500000
961	1192	1500000
961	1193	600000
961	1194	5000
961	3601	2500000
961	3607	1500000
961	3613	160000
961	3619	1200
961	5338	200000
961	5339	40000
961	5335	50000000
961	6706	50000000
961	5334	10000000
961	5002	100000000
961	5502	500000
961	5503	500000
961	5504	500000
961	5505	500000
961	5506	500000
961	5501	97500000
961	3902	50000000
961	3903	20000000
961	3904	2500000
961	3905	150000000
961	2906	90519900
961	3006	90519900
;용의 요새 주요 보상 (UI 용)		
962	5014	29815000
962	24	250
962	124	250
962	224	250
962	324	250
962	2424	250
962	2524	250
962	420	250
962	520	250
962	620	250
962	720	250
962	820	250
962	920	250
962	1020	250
962	1208	250
962	1308	250
962	1520	250
962	18	5715
962	19	5715
962	20	5715
962	21	5715
962	22	5715
962	23	5715
962	118	5715
962	119	5715
962	120	5715
962	121	5715
962	122	5715
962	123	5715
962	218	5715
962	1	1953125
962	2	1953125
962	3	1953125
962	4	1953125
962	5	1953125
962	101	1953125
962	102	1953125
962	103	1953125
962	104	1953125
962	105	1953125
962	201	1953125
962	202	1953125
962	203	1953125
962	204	1953125
962	205	1953125
962	301	1953125
962	302	1953125
962	303	1953125
962	304	1953125
962	305	1953125
962	401	1953125
962	402	1953125
962	403	1953125
962	404	1953125
962	501	1953125
962	502	1953125
962	503	1953125
962	504	1953125
962	601	1953125
962	602	1953125
962	603	1953125
962	604	1953125
962	701	1953125
962	702	1953125
962	703	1953125
962	704	1953125
962	801	1953125
962	802	1953125
962	803	1953125
962	804	1953125
962	901	1953125
962	902	1953125
962	903	1953125
962	904	1953125
962	1001	1953125
962	1002	1953125
962	1003	1953125
962	1004	1953125
962	1201	1953125
962	1301	1953125
962	1501	1953125
962	1502	1953125
962	1503	1953125
962	1504	1953125
962	2401	1953125
962	2402	1953125
962	2403	1953125
962	2404	1953125
962	2405	1953125
962	2501	1953125
962	2502	1953125
962	2503	1953125
962	2504	1953125
962	2505	1953125
962	6	1644737
962	7	1644737
962	8	1644737
962	9	1644737
962	10	1644737
962	106	1644737
962	107	1644737
962	108	1644737
962	109	1644737
962	110	1644737
962	206	1644737
962	207	1644737
962	208	1644737
962	209	1644737
962	210	1644737
962	306	1644737
962	307	1644737
962	308	1644737
962	309	1644737
962	310	1644737
962	405	1644737
962	406	1644737
962	407	1644737
962	408	1644737
962	409	1644737
962	505	1644737
962	506	1644737
962	507	1644737
962	508	1644737
962	509	1644737
962	605	1644737
962	606	1644737
962	607	1644737
962	608	1644737
962	609	1644737
962	705	1644737
962	706	1644737
962	707	1644737
962	708	1644737
962	709	1644737
962	805	1644737
962	806	1644737
962	807	1644737
962	808	1644737
962	809	1644737
962	905	1644737
962	906	1644737
962	907	1644737
962	908	1644737
962	909	1644737
962	1005	1644737
962	1006	1644737
962	1007	1644737
962	1008	1644737
962	1009	1644737
962	1202	1644737
962	1203	1644737
962	1204	1644737
962	1302	1644737
962	1303	1644737
962	1304	1644737
962	1505	1644737
962	1506	1644737
962	1507	1644737
962	1508	1644736
962	1509	1644736
962	2406	1644736
962	2407	1644736
962	2408	1644736
962	2409	1644736
962	2410	1644736
962	2506	1644736
962	2507	1644736
962	2508	1644736
962	2509	1644736
962	2510	1644736
962	11	63830
962	12	63830
962	13	63830
962	14	63830
962	15	63830
962	16	63830
962	17	63830
962	111	63830
962	112	63830
962	113	63830
962	114	63830
962	115	63830
962	116	63830
962	117	63830
962	211	63830
962	212	63830
962	213	63830
962	214	63830
962	215	63830
962	216	63830
962	217	63830
962	311	63830
962	312	63830
962	313	63830
962	314	63830
962	315	63830
962	316	63830
962	317	63830
962	410	63830
962	411	63830
962	412	63830
962	413	63830
962	414	63830
962	415	63830
962	510	63830
962	511	63830
962	512	63830
962	513	63830
962	514	63830
962	515	63830
962	610	63830
962	611	63830
962	612	63830
962	613	63830
962	614	63830
962	615	63830
962	710	63830
962	711	63830
962	712	63830
962	713	63830
962	714	63830
962	715	63830
962	810	63830
962	811	63830
962	812	63830
962	813	63830
962	814	63830
962	815	63830
962	910	63830
962	911	63830
962	912	63830
962	913	63830
962	914	63830
962	915	63830
962	1010	63830
962	1011	63830
962	1012	63830
962	1013	63830
962	1014	63830
962	1015	63830
962	1205	63830
962	1206	63830
962	1305	63830
962	1306	63830
962	1510	63829
962	1511	63829
962	1512	63829
962	1513	63829
962	1514	63829
962	1515	63829
962	2411	63829
962	2412	63829
962	2413	63829
962	2414	63829
962	2415	63829
962	2416	63829
962	2417	63829
962	2511	63829
962	2512	63829
962	2513	63829
962	2514	63829
962	2515	63829
962	2516	63829
962	2517	63829
962	219	5715
962	220	5715
962	221	5715
962	222	5715
962	223	5715
962	318	5715
962	319	5715
962	320	5714
962	321	5714
962	322	5714
962	323	5714
962	416	5714
962	417	5714
962	418	5714
962	419	5714
962	516	5714
962	517	5714
962	518	5714
962	519	5714
962	616	5714
962	617	5714
962	618	5714
962	619	5714
962	716	5714
962	717	5714
962	718	5714
962	719	5714
962	816	5714
962	817	5714
962	818	5714
962	819	5714
962	916	5714
962	917	5714
962	918	5714
962	919	5714
962	1016	5714
962	1017	5714
962	1018	5714
962	1019	5714
962	1207	5714
962	1307	5714
962	1516	5714
962	1517	5714
962	1518	5714
962	1519	5714
962	2418	5714
962	2419	5714
962	2420	5714
962	2421	5714
962	2422	5714
962	2423	5714
962	2518	5714
962	2519	5714
962	2520	5714
962	2521	5714
962	2522	5714
962	2523	5714
962	3619	1200
962	5338	200000
962	5339	40000
962	5335	50000000
962	6706	50000000
962	5334	10000000
962	5002	100000000
962	5502	500000
962	5503	500000
962	5504	500000
962	5505	500000
962	5506	500000
962	5501	97500000
962	3902	50000000
962	3903	20000000
962	3904	2500000
962	3905	150000000
962	2906	90519900
962	3006	90519900
;용의 요새 1		
963	1	1953125
963	2	1953125
963	3	1953125
963	4	1953125
963	5	1953125
963	101	1953125
963	102	1953125
963	103	1953125
963	104	1953125
963	105	1953125
963	201	1953125
963	202	1953125
963	203	1953125
963	204	1953125
963	205	1953125
963	301	1953125
963	302	1953125
963	303	1953125
963	304	1953125
963	305	1953125
963	401	1953125
963	402	1953125
963	403	1953125
963	404	1953125
963	501	1953125
963	502	1953125
963	503	1953125
963	504	1953125
963	601	1953125
963	602	1953125
963	603	1953125
963	604	1953125
963	701	1953125
963	702	1953125
963	703	1953125
963	704	1953125
963	801	1953125
963	802	1953125
963	803	1953125
963	804	1953125
963	901	1953125
963	902	1953125
963	903	1953125
963	904	1953125
963	1001	1953125
963	1002	1953125
963	1003	1953125
963	1004	1953125
963	1201	1953125
963	1301	1953125
963	1501	1953125
963	1502	1953125
963	1503	1953125
963	1504	1953125
963	2401	1953125
963	2402	1953125
963	2403	1953125
963	2404	1953125
963	2405	1953125
963	2501	1953125
963	2502	1953125
963	2503	1953125
963	2504	1953125
963	2505	1953125
963	6	1644737
963	7	1644737
963	8	1644737
963	9	1644737
963	10	1644737
963	106	1644737
963	107	1644737
963	108	1644737
963	109	1644737
963	110	1644737
963	206	1644737
963	207	1644737
963	208	1644737
963	209	1644737
963	210	1644737
963	306	1644737
963	307	1644737
963	308	1644737
963	309	1644737
963	310	1644737
963	405	1644737
963	406	1644737
963	407	1644737
963	408	1644737
963	409	1644737
963	505	1644737
963	506	1644737
963	507	1644737
963	508	1644737
963	509	1644737
963	605	1644737
963	606	1644737
963	607	1644737
963	608	1644737
963	609	1644737
963	705	1644737
963	706	1644737
963	707	1644737
963	708	1644737
963	709	1644737
963	805	1644737
963	806	1644737
963	807	1644737
963	808	1644737
963	809	1644737
963	905	1644737
963	906	1644737
963	907	1644737
963	908	1644737
963	909	1644737
963	1005	1644737
963	1006	1644737
963	1007	1644737
963	1008	1644737
963	1009	1644737
963	1202	1644737
963	1203	1644737
963	1204	1644737
963	1302	1644737
963	1303	1644737
963	1304	1644737
963	1505	1644737
963	1506	1644737
963	1507	1644737
963	1508	1644736
963	1509	1644736
963	2406	1644736
963	2407	1644736
963	2408	1644736
963	2409	1644736
963	2410	1644736
963	2506	1644736
963	2507	1644736
963	2508	1644736
963	2509	1644736
963	2510	1644736
963	11	63830
963	12	63830
963	13	63830
963	14	63830
963	15	63830
963	16	63830
963	17	63830
963	111	63830
963	112	63830
963	113	63830
963	114	63830
963	115	63830
963	116	63830
963	117	63830
963	211	63830
963	212	63830
963	213	63830
963	214	63830
963	215	63830
963	216	63830
963	217	63830
963	311	63830
963	312	63830
963	313	63830
963	314	63830
963	315	63830
963	316	63830
963	317	63830
963	410	63830
963	411	63830
963	412	63830
963	413	63830
963	414	63830
963	415	63830
963	510	63830
963	511	63830
963	512	63830
963	513	63830
963	514	63830
963	515	63830
963	610	63830
963	611	63830
963	612	63830
963	613	63830
963	614	63830
963	615	63830
963	710	63830
963	711	63830
963	712	63830
963	713	63830
963	714	63830
963	715	63830
963	810	63830
963	811	63830
963	812	63830
963	813	63830
963	814	63830
963	815	63830
963	910	63830
963	911	63830
963	912	63830
963	913	63830
963	914	63830
963	915	63830
963	1010	63830
963	1011	63830
963	1012	63830
963	1013	63830
963	1014	63830
963	1015	63830
963	1205	63830
963	1206	63830
963	1305	63830
963	1306	63830
963	1510	63829
963	1511	63829
963	1512	63829
963	1513	63829
963	1514	63829
963	1515	63829
963	2411	63829
963	2412	63829
963	2413	63829
963	2414	63829
963	2415	63829
963	2416	63829
963	2417	63829
963	2511	63829
963	2512	63829
963	2513	63829
963	2514	63829
963	2515	63829
963	2516	63829
963	2517	63829
963	18	2143
963	19	2143
963	20	2143
963	21	2143
963	22	2143
963	23	2143
963	118	2143
963	119	2143
963	120	2143
963	121	2143
963	122	2143
963	123	2143
963	218	2143
963	219	2143
963	220	2143
963	221	2143
963	222	2143
963	223	2143
963	318	2143
963	319	2143
963	320	2143
963	321	2143
963	322	2143
963	323	2143
963	416	2143
963	417	2143
963	418	2143
963	419	2143
963	516	2143
963	517	2143
963	518	2143
963	519	2143
963	616	2143
963	617	2143
963	618	2143
963	619	2143
963	716	2143
963	717	2143
963	718	2143
963	719	2143
963	816	2143
963	817	2143
963	818	2143
963	819	2143
963	916	2143
963	917	2143
963	918	2143
963	919	2143
963	1016	2143
963	1017	2143
963	1018	2143
963	1019	2143
963	1207	2143
963	1307	2143
963	1516	2143
963	1517	2143
963	1518	2143
963	1519	2143
963	2418	2143
963	2419	2143
963	2420	2142
963	2421	2142
963	2422	2142
963	2423	2142
963	2518	2142
963	2519	2142
963	2520	2142
963	2521	2142
963	2522	2142
963	2523	2142
963	24	188
963	124	188
963	224	188
963	324	188
963	2424	188
963	2524	188
963	420	188
963	520	188
963	620	187
963	720	187
963	820	187
963	920	187
963	1020	187
963	1208	187
963	1308	187
963	1520	187
963	1191	2500000
963	1192	1500000
963	1193	360000
963	1194	3000
963	3601	2500000
963	3607	1500000
963	3613	160000
963	3619	1200
963	5304	1666666
963	5305	1666667
963	5306	1666667
963	5307	20000
963	5308	20000
963	5309	20000
963	5338	150000
963	5339	30000
963	5335	50000000
963	6706	50000000
963	5334	10000000
963	5002	100000000
963	5502	500000
963	5503	500000
963	5504	500000
963	5505	500000
963	5506	500000
963	5501	97500000
963	3902	50000000
963	3903	20000000
963	3904	2500000
963	3905	150000000
963	2906	98791400
963	3006	98791400
;용의요새2		
964	1	1953125
964	2	1953125
964	3	1953125
964	4	1953125
964	5	1953125
964	101	1953125
964	102	1953125
964	103	1953125
964	104	1953125
964	105	1953125
964	201	1953125
964	202	1953125
964	203	1953125
964	204	1953125
964	205	1953125
964	301	1953125
964	302	1953125
964	303	1953125
964	304	1953125
964	305	1953125
964	401	1953125
964	402	1953125
964	403	1953125
964	404	1953125
964	501	1953125
964	502	1953125
964	503	1953125
964	504	1953125
964	601	1953125
964	602	1953125
964	603	1953125
964	604	1953125
964	701	1953125
964	702	1953125
964	703	1953125
964	704	1953125
964	801	1953125
964	802	1953125
964	803	1953125
964	804	1953125
964	901	1953125
964	902	1953125
964	903	1953125
964	904	1953125
964	1001	1953125
964	1002	1953125
964	1003	1953125
964	1004	1953125
964	1201	1953125
964	1301	1953125
964	1501	1953125
964	1502	1953125
964	1503	1953125
964	1504	1953125
964	2401	1953125
964	2402	1953125
964	2403	1953125
964	2404	1953125
964	2405	1953125
964	2501	1953125
964	2502	1953125
964	2503	1953125
964	2504	1953125
964	2505	1953125
964	6	1644737
964	7	1644737
964	8	1644737
964	9	1644737
964	10	1644737
964	106	1644737
964	107	1644737
964	108	1644737
964	109	1644737
964	110	1644737
964	206	1644737
964	207	1644737
964	208	1644737
964	209	1644737
964	210	1644737
964	306	1644737
964	307	1644737
964	308	1644737
964	309	1644737
964	310	1644737
964	405	1644737
964	406	1644737
964	407	1644737
964	408	1644737
964	409	1644737
964	505	1644737
964	506	1644737
964	507	1644737
964	508	1644737
964	509	1644737
964	605	1644737
964	606	1644737
964	607	1644737
964	608	1644737
964	609	1644737
964	705	1644737
964	706	1644737
964	707	1644737
964	708	1644737
964	709	1644737
964	805	1644737
964	806	1644737
964	807	1644737
964	808	1644737
964	809	1644737
964	905	1644737
964	906	1644737
964	907	1644737
964	908	1644737
964	909	1644737
964	1005	1644737
964	1006	1644737
964	1007	1644737
964	1008	1644737
